timestamp,device,series,period
6/4/20,nova 3,HUAWEI nova series,quarterly
6/4/20,nova 3e,HUAWEI nova series,quarterly
6/4/20,nova Lite 3,HUAWEI nova series,quarterly
6/4/20,nova 3i,HUAWEI nova series,quarterly
6/4/20,"M5 (8.4"" & 10.8"")",Tablets,quarterly
6/4/20,M5 Pro,Tablets,quarterly
6/4/20,"T5 (10.1"")",Tablets,quarterly
6/4/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly
6/9/20,P30 Pro,HUAWEI P series,monthly
6/9/20,P30,HUAWEI P series,monthly
6/9/20,Mate 30,HUAWEI Mate series,monthly
6/9/20,Mate 30 pro,HUAWEI Mate series,monthly
6/9/20,Mate 20 X,HUAWEI Mate series,monthly
6/9/20,Mate 20 Pro,HUAWEI Mate series,monthly
6/9/20,Mate 20,HUAWEI Mate series,monthly
6/9/20,Mate 20 RS,HUAWEI Mate series,monthly
6/9/20,HONOR 20,HONOR series,monthly
6/9/20,HONOR 20 PRO,HONOR series,monthly
6/9/20,Honor View20,HONOR series,monthly
6/9/20,Honor 10,HONOR series,monthly
6/9/20,Honor 10 lite,HONOR series,monthly
6/9/20,P30 lite,HUAWEI P series,quarterly
6/9/20,P20 lite,HUAWEI P series,quarterly
6/9/20,P Smart 2019,HUAWEI P series,quarterly
6/9/20,P9 lite mini,HUAWEI P series,quarterly
6/9/20,P smart Pro,HUAWEI P series,quarterly
6/9/20,Mate 20 Lite,HUAWEI Mate series,quarterly
6/9/20,Mate 10 Lite,HUAWEI Mate series,quarterly
6/9/20,Y9 Prime 2019,HUAWEI Y series,quarterly
6/9/20,Y9 2019,HUAWEI Y series,quarterly
6/9/20,Y9 2018,HUAWEI Y series,quarterly
6/9/20,Y6 2019,HUAWEI Y series,quarterly
6/9/20,Y6 Pro 2019,HUAWEI Y series,quarterly
6/9/20,Y6 2018,HUAWEI Y series,quarterly
6/9/20,Y5 2019,HUAWEI Y series,quarterly
6/9/20,Y5 2018,HUAWEI Y series,quarterly
6/9/20,Y5 Prime 2018,HUAWEI Y series,quarterly
6/9/20,Y5 Lite,HUAWEI Y series,quarterly
6/9/20,Y5 Lite 2018,HUAWEI Y series,quarterly
6/9/20,Y3 2018,HUAWEI Y series,quarterly
6/9/20,Y MAX,HUAWEI Y series,quarterly
6/9/20,HUAWEI Y9s,HUAWEI Y series,quarterly
6/9/20,HUAWEI Y6s,HUAWEI Y series,quarterly
6/9/20,Honor 20i,HONOR series,quarterly
6/9/20,Honor 10i,HONOR series,quarterly
6/9/20,Honor 10 Lite,HONOR series,quarterly
6/9/20,Honor 9 Lite,HONOR series,quarterly
6/9/20,Honor 9i,HONOR series,quarterly
6/9/20,Honor Play,HONOR series,quarterly
6/9/20,Honor 8A,HONOR series,quarterly
6/9/20,Honor 8X,HONOR series,quarterly
6/9/20,Honor 8S,HONOR series,quarterly
6/9/20,Honor 8C,HONOR series,quarterly
6/9/20,Honor 9X,HONOR series,quarterly
6/9/20,Honor 7S,HONOR series,quarterly
6/9/20,Honor 7A,HONOR series,quarterly
6/9/20,nova 5T,HUAWEI nova series,quarterly
6/9/20,nova 4,HUAWEI nova series,quarterly
6/9/20,nova 3,HUAWEI nova series,quarterly
6/9/20,nova 3e,HUAWEI nova series,quarterly
6/9/20,nova Lite 3,HUAWEI nova series,quarterly
6/9/20,nova 3i,HUAWEI nova series,quarterly
6/9/20,"M5 (8.4"" & 10.8"")",Tablets,quarterly
6/9/20,M5 Pro,Tablets,quarterly
6/9/20,"T5 (10.1"")",Tablets,quarterly
6/9/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly
6/18/20,P30 Pro,HUAWEI P series,monthly
6/18/20,P30,HUAWEI P series,monthly
6/18/20,Mate 30,HUAWEI Mate series,monthly
6/18/20,Mate 30 pro,HUAWEI Mate series,monthly
6/18/20,Mate 20 X,HUAWEI Mate series,monthly
6/18/20,Mate 20 Pro,HUAWEI Mate series,monthly
6/18/20,Mate 20,HUAWEI Mate series,monthly
6/18/20,Mate 20 RS,HUAWEI Mate series,monthly
6/18/20,HONOR 20,HONOR series,monthly
6/18/20,HONOR 20 PRO,HONOR series,monthly
6/18/20,Honor View20,HONOR series,monthly
6/18/20,Honor 10,HONOR series,monthly
6/18/20,Honor 10 lite,HONOR series,monthly
6/18/20,P30 lite,HUAWEI P series,quarterly
6/18/20,P20 lite,HUAWEI P series,quarterly
6/18/20,P Smart 2019,HUAWEI P series,quarterly
6/18/20,P9 lite mini,HUAWEI P series,quarterly
6/18/20,P smart Pro,HUAWEI P series,quarterly
6/18/20,Mate 20 Lite,HUAWEI Mate series,quarterly
6/18/20,Mate 10 Lite,HUAWEI Mate series,quarterly
6/18/20,Y9 Prime 2019,HUAWEI Y series,quarterly
6/18/20,Y9 2019,HUAWEI Y series,quarterly
6/18/20,Y9 2018,HUAWEI Y series,quarterly
6/18/20,Y6 2019,HUAWEI Y series,quarterly
6/18/20,Y6 Pro 2019,HUAWEI Y series,quarterly
6/18/20,Y6 2018,HUAWEI Y series,quarterly
6/18/20,Y5 2019,HUAWEI Y series,quarterly
6/18/20,Y5 2018,HUAWEI Y series,quarterly
6/18/20,Y5 Prime 2018,HUAWEI Y series,quarterly
6/18/20,Y5 Lite,HUAWEI Y series,quarterly
6/18/20,Y5 Lite 2018,HUAWEI Y series,quarterly
6/18/20,Y3 2018,HUAWEI Y series,quarterly
6/18/20,Y MAX,HUAWEI Y series,quarterly
6/18/20,HUAWEI Y9s,HUAWEI Y series,quarterly
6/18/20,HUAWEI Y6s,HUAWEI Y series,quarterly
6/18/20,Honor 20i,HONOR series,quarterly
6/18/20,Honor 10i,HONOR series,quarterly
6/18/20,Honor 10 Lite,HONOR series,quarterly
6/18/20,Honor 9 Lite,HONOR series,quarterly
6/18/20,Honor 9i,HONOR series,quarterly
6/18/20,Honor Play,HONOR series,quarterly
6/18/20,Honor 8A,HONOR series,quarterly
6/18/20,Honor 8X,HONOR series,quarterly
6/18/20,Honor 8S,HONOR series,quarterly
6/18/20,Honor 8C,HONOR series,quarterly
6/18/20,Honor 9X,HONOR series,quarterly
6/18/20,Honor 7S,HONOR series,quarterly
6/18/20,Honor 7A,HONOR series,quarterly
6/18/20,nova 5T,HUAWEI nova series,quarterly
6/18/20,nova 4,HUAWEI nova series,quarterly
6/18/20,nova 3,HUAWEI nova series,quarterly
6/18/20,nova 3e,HUAWEI nova series,quarterly
6/18/20,nova Lite 3,HUAWEI nova series,quarterly
6/18/20,nova 3i,HUAWEI nova series,quarterly
6/18/20,"M5 (8.4"" & 10.8"")",Tablets,quarterly
6/18/20,M5 Pro,Tablets,quarterly
6/18/20,"T5 (10.1"")",Tablets,quarterly
6/18/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly
8/12/20,P40,HUAWEI P series,monthly
8/12/20,P40 Pro,HUAWEI P series,monthly
8/12/20,P40 Pro+,HUAWEI P series,monthly
8/12/20,P30 Pro,HUAWEI P series,monthly
8/12/20,P30,HUAWEI P series,monthly
8/12/20,Mate 30,HUAWEI Mate series,monthly
8/12/20,Mate 30 pro,HUAWEI Mate series,monthly
8/12/20,Mate 20 X,HUAWEI Mate series,monthly
8/12/20,Mate 20 Pro,HUAWEI Mate series,monthly
8/12/20,Mate 20,HUAWEI Mate series,monthly
8/12/20,Mate 20 RS,HUAWEI Mate series,monthly
8/12/20,Mate Xs,HUAWEI Mate series,monthly
8/12/20,Honor 30,HONOR series,monthly
8/12/20,Honor 30 Pro,HONOR series,monthly
8/12/20,Honor View30,HONOR series,monthly
8/12/20,HONOR 20,HONOR series,monthly
8/12/20,HONOR 20 PRO,HONOR series,monthly
8/12/20,Honor View20,HONOR series,monthly
8/12/20,Honor 10 lite,HONOR series,monthly
8/12/20,P40 lite,HUAWEI P series,quarterly
8/12/20,P smart Z,HUAWEI P series,quarterly
8/12/20,P30 lite,HUAWEI P series,quarterly
8/12/20,P20 lite,HUAWEI P series,quarterly
8/12/20,P Smart 2019,HUAWEI P series,quarterly
8/12/20,P9 lite mini,HUAWEI P series,quarterly
8/12/20,P smart Pro,HUAWEI P series,quarterly
8/12/20,Mate 20 Lite,HUAWEI Mate series,quarterly
8/12/20,Mate 10 Lite,HUAWEI Mate series,quarterly
8/12/20,Y9 Prime 2019,HUAWEI Y series,quarterly
8/12/20,Y9 2019,HUAWEI Y series,quarterly
8/12/20,Y7 2019,HUAWEI Y series,quarterly
8/12/20,Y6 2019,HUAWEI Y series,quarterly
8/12/20,Y6 Pro 2019,HUAWEI Y series,quarterly
8/12/20,Y5 2019,HUAWEI Y series,quarterly
8/12/20,Y MAX,HUAWEI Y series,quarterly
8/12/20,HUAWEI Y9s,HUAWEI Y series,quarterly
8/12/20,HUAWEI Y6s,HUAWEI Y series,quarterly
8/12/20,HUAWEI Y8s,HUAWEI Y series,quarterly
8/12/20,HUAWEI Y8P,HUAWEI Y series,quarterly
8/12/20,HUAWEI Y7P,HUAWEI Y series,quarterly
8/12/20,HUAWEI Y6P,HUAWEI Y series,quarterly
8/12/20,HUAWEI Y5P,HUAWEI Y series,quarterly
8/12/20,Honor 30S,HONOR series,quarterly
8/12/20,Honor 20S,HONOR series,quarterly
8/12/20,Honor 20i,HONOR series,quarterly
8/12/20,Honor 10i,HONOR series,quarterly
8/12/20,Honor 10 Lite,HONOR series,quarterly
8/12/20,Honor 9X,HONOR series,quarterly
8/12/20,Honor 9X Pro,HONOR series,quarterly
8/12/20,Honor 9 Lite,HONOR series,quarterly
8/12/20,Honor 9i,HONOR series,quarterly
8/12/20,Honor Play,HONOR series,quarterly
8/12/20,Honor 8A,HONOR series,quarterly
8/12/20,Honor 8X,HONOR series,quarterly
8/12/20,Honor 8S,HONOR series,quarterly
8/12/20,Honor 8C,HONOR series,quarterly
8/12/20,Honor 7S,HONOR series,quarterly
8/12/20,Honor 9A,HONOR series,quarterly
8/12/20,Honor 9S,HONOR series,quarterly
8/12/20,nova 7,HUAWEI nova series,quarterly
8/12/20,nova 7i,HUAWEI nova series,quarterly
8/12/20,nova 7 SE,HUAWEI nova series,quarterly
8/12/20,nova 5T,HUAWEI nova series,quarterly
8/12/20,nova 4,HUAWEI nova series,quarterly
8/12/20,nova 3,HUAWEI nova series,quarterly
8/12/20,nova Lite 3,HUAWEI nova series,quarterly
8/12/20,nova 3i,HUAWEI nova series,quarterly
8/12/20,"M6(8.4"" & 10.8"")",Tablets,quarterly
8/12/20,"M5 (8.4"" & 10.8"")",Tablets,quarterly
8/12/20,M5 Pro,Tablets,quarterly
8/12/20,"T5 (10.1"")",Tablets,quarterly
8/12/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly
9/8/20,P40,HUAWEI P series,monthly
9/8/20,P40 Pro,HUAWEI P series,monthly
9/8/20,P40 Pro+,HUAWEI P series,monthly
9/8/20,P30 Pro,HUAWEI P series,monthly
9/8/20,P30,HUAWEI P series,monthly
9/8/20,Mate 30,HUAWEI Mate series,monthly
9/8/20,Mate 30 pro,HUAWEI Mate series,monthly
9/8/20,Mate 30 Pro 5G,HUAWEI Mate series,monthly
9/8/20,Mate 20 X,HUAWEI Mate series,monthly
9/8/20,Mate 20 X 5G,HUAWEI Mate series,monthly
9/8/20,Mate 20 Pro,HUAWEI Mate series,monthly
9/8/20,Mate 20,HUAWEI Mate series,monthly
9/8/20,Mate 20 RS,HUAWEI Mate series,monthly
9/8/20,Mate Xs,HUAWEI Mate series,monthly
9/8/20,Honor 30,HONOR series,monthly
9/8/20,Honor 30 Pro,HONOR series,monthly
9/8/20,Honor View30,HONOR series,monthly
9/8/20,Honor View30 Pro,HONOR series,monthly
9/8/20,Honor 20,HONOR series,monthly
9/8/20,Honor 20 Pro,HONOR series,monthly
9/8/20,Honor View20,HONOR series,monthly
9/8/20,P40 lite,HUAWEI P series,quarterly
9/8/20,P40 lite 5G,HUAWEI P series,quarterly
9/8/20,P40 lite E,HUAWEI P series,quarterly
9/8/20,P smart+ 2019,HUAWEI P series,quarterly
9/8/20,P smart 2020,HUAWEI P series,quarterly
9/8/20,P smart Z,HUAWEI P series,quarterly
9/8/20,P30 lite,HUAWEI P series,quarterly
9/8/20,P Smart 2019,HUAWEI P series,quarterly
9/8/20,P smart Pro,HUAWEI P series,quarterly
9/8/20,P smart S,HUAWEI P series,quarterly
9/8/20,Mate 20 lite,HUAWEI Mate series,quarterly
9/8/20,Y9 Prime 2019,HUAWEI Y series,quarterly
9/8/20,Y9 2019,HUAWEI Y series,quarterly
9/8/20,Y7 2019,HUAWEI Y series,quarterly
9/8/20,Y6 2019,HUAWEI Y series,quarterly
9/8/20,Y6 Pro 2019,HUAWEI Y series,quarterly
9/8/20,Y5 2019,HUAWEI Y series,quarterly
9/8/20,Y MAX,HUAWEI Y series,quarterly
9/8/20,HUAWEI Y9s,HUAWEI Y series,quarterly
9/8/20,HUAWEI Y8s,HUAWEI Y series,quarterly
9/8/20,HUAWEI Y6s,HUAWEI Y series,quarterly
9/8/20,HUAWEI Y8P,HUAWEI Y series,quarterly
9/8/20,HUAWEI Y7P,HUAWEI Y series,quarterly
9/8/20,HUAWEI Y6P,HUAWEI Y series,quarterly
9/8/20,HUAWEI Y5P,HUAWEI Y series,quarterly
9/8/20,HUAWEI Y5 lite,HUAWEI Y series,quarterly
9/8/20,Honor 30S,HONOR series,quarterly
9/8/20,Honor 20i,HONOR series,quarterly
9/8/20,Honor 20e,HONOR series,quarterly
9/8/20,Honor 10i,HONOR series,quarterly
9/8/20,Honor 10 Lite,HONOR series,quarterly
9/8/20,Honor 9X,HONOR series,quarterly
9/8/20,Honor 9X Pro,HONOR series,quarterly
9/8/20,Honor 9X Lite,HONOR series,quarterly
9/8/20,Honor 9A,HONOR series,quarterly
9/8/20,Honor 9C,HONOR series,quarterly
9/8/20,Honor 9S,HONOR series,quarterly
9/8/20,Honor 8A,HONOR series,quarterly
9/8/20,Honor 8X,HONOR series,quarterly
9/8/20,Honor 8X Max,HONOR series,quarterly
9/8/20,Honor 8S,HONOR series,quarterly
9/8/20,Honor 8C,HONOR series,quarterly
9/8/20,Honor 7S,HONOR series,quarterly
9/8/20,nova 7,HUAWEI nova series,quarterly
9/8/20,nova 7i,HUAWEI nova series,quarterly
9/8/20,nova 7 SE,HUAWEI nova series,quarterly
9/8/20,nova 5T,HUAWEI nova series,quarterly
9/8/20,nova 4,HUAWEI nova series,quarterly
9/8/20,nova 3,HUAWEI nova series,quarterly
9/8/20,nova Lite 3,HUAWEI nova series,quarterly
9/8/20,nova 3i,HUAWEI nova series,quarterly
9/8/20,HUAWEI MatePad Pro,Tablets,quarterly
9/8/20,"M6(8.4"" & 10.8"")",Tablets,quarterly
9/8/20,"T5 (10.1"")",Tablets,quarterly
9/8/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly
9/17/20,P40,HUAWEI P series,monthly
9/17/20,P40 Pro,HUAWEI P series,monthly
9/17/20,P40 Pro+,HUAWEI P series,monthly
9/17/20,P30 Pro,HUAWEI P series,monthly
9/17/20,P30,HUAWEI P series,monthly
9/17/20,Mate 30,HUAWEI Mate series,monthly
9/17/20,Mate 30 pro,HUAWEI Mate series,monthly
9/17/20,Mate 30 Pro 5G,HUAWEI Mate series,monthly
9/17/20,Mate 20 X,HUAWEI Mate series,monthly
9/17/20,Mate 20 X 5G,HUAWEI Mate series,monthly
9/17/20,Mate 20 Pro,HUAWEI Mate series,monthly
9/17/20,Mate 20,HUAWEI Mate series,monthly
9/17/20,Mate 20 RS,HUAWEI Mate series,monthly
9/17/20,Mate Xs,HUAWEI Mate series,monthly
9/17/20,Honor 30,HONOR series,monthly
9/17/20,Honor 30 Pro,HONOR series,monthly
9/17/20,Honor View30,HONOR series,monthly
9/17/20,Honor View30 Pro,HONOR series,monthly
9/17/20,Honor 20,HONOR series,monthly
9/17/20,Honor 20 Pro,HONOR series,monthly
9/17/20,Honor View20,HONOR series,monthly
9/17/20,P40 lite,HUAWEI P series,quarterly
9/17/20,P40 lite 5G,HUAWEI P series,quarterly
9/17/20,P40 lite E,HUAWEI P series,quarterly
9/17/20,P smart+ 2019,HUAWEI P series,quarterly
9/17/20,P smart 2020,HUAWEI P series,quarterly
9/17/20,P smart Z,HUAWEI P series,quarterly
9/17/20,P30 lite,HUAWEI P series,quarterly
9/17/20,P Smart 2019,HUAWEI P series,quarterly
9/17/20,P smart Pro,HUAWEI P series,quarterly
9/17/20,P smart S,HUAWEI P series,quarterly
9/17/20,Mate 20 lite,HUAWEI Mate series,quarterly
9/17/20,Y9 Prime 2019,HUAWEI Y series,quarterly
9/17/20,Y9 2019,HUAWEI Y series,quarterly
9/17/20,Y7 2019,HUAWEI Y series,quarterly
9/17/20,Y6 2019,HUAWEI Y series,quarterly
9/17/20,Y6 Pro 2019,HUAWEI Y series,quarterly
9/17/20,Y5 2019,HUAWEI Y series,quarterly
9/17/20,Y MAX,HUAWEI Y series,quarterly
9/17/20,HUAWEI Y9s,HUAWEI Y series,quarterly
9/17/20,HUAWEI Y8s,HUAWEI Y series,quarterly
9/17/20,HUAWEI Y6s,HUAWEI Y series,quarterly
9/17/20,HUAWEI Y8P,HUAWEI Y series,quarterly
9/17/20,HUAWEI Y7P,HUAWEI Y series,quarterly
9/17/20,HUAWEI Y6P,HUAWEI Y series,quarterly
9/17/20,HUAWEI Y5P,HUAWEI Y series,quarterly
9/17/20,HUAWEI Y5 lite,HUAWEI Y series,quarterly
9/17/20,Honor 30S,HONOR series,quarterly
9/17/20,Honor 20i,HONOR series,quarterly
9/17/20,Honor 20e,HONOR series,quarterly
9/17/20,Honor 10i,HONOR series,quarterly
9/17/20,Honor 10 Lite,HONOR series,quarterly
9/17/20,Honor 9X,HONOR series,quarterly
9/17/20,Honor 9X Pro,HONOR series,quarterly
9/17/20,Honor 9X Lite,HONOR series,quarterly
9/17/20,Honor 9A,HONOR series,quarterly
9/17/20,Honor 9C,HONOR series,quarterly
9/17/20,Honor 9S,HONOR series,quarterly
9/17/20,Honor 8A,HONOR series,quarterly
9/17/20,Honor 8X,HONOR series,quarterly
9/17/20,Honor 8X Max,HONOR series,quarterly
9/17/20,Honor 8S,HONOR series,quarterly
9/17/20,Honor 8C,HONOR series,quarterly
9/17/20,Honor 7S,HONOR series,quarterly
9/17/20,nova 7,HUAWEI nova series,quarterly
9/17/20,nova 7i,HUAWEI nova series,quarterly
9/17/20,nova 7 SE,HUAWEI nova series,quarterly
9/17/20,nova 5T,HUAWEI nova series,quarterly
9/17/20,nova 4,HUAWEI nova series,quarterly
9/17/20,nova 3,HUAWEI nova series,quarterly
9/17/20,nova Lite 3,HUAWEI nova series,quarterly
9/17/20,nova 3i,HUAWEI nova series,quarterly
9/17/20,HUAWEI MatePad Pro,Tablets,quarterly
9/17/20,"M6(8.4"" & 10.8"")",Tablets,quarterly
9/17/20,"T5 (10.1"")",Tablets,quarterly
9/17/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly
9/25/20,P40,HUAWEI P series,monthly
9/25/20,P40 Pro,HUAWEI P series,monthly
9/25/20,P40 Pro+,HUAWEI P series,monthly
9/25/20,P30 Pro,HUAWEI P series,monthly
9/25/20,P30,HUAWEI P series,monthly
9/25/20,Mate 30,HUAWEI Mate series,monthly
9/25/20,Mate 30 pro,HUAWEI Mate series,monthly
9/25/20,Mate 30 Pro 5G,HUAWEI Mate series,monthly
9/25/20,Mate 20 X,HUAWEI Mate series,monthly
9/25/20,Mate 20 X 5G,HUAWEI Mate series,monthly
9/25/20,Mate 20 Pro,HUAWEI Mate series,monthly
9/25/20,Mate 20,HUAWEI Mate series,monthly
9/25/20,Mate 20 RS,HUAWEI Mate series,monthly
9/25/20,Mate Xs,HUAWEI Mate series,monthly
9/25/20,Honor 30,HONOR series,monthly
9/25/20,Honor 30 Pro,HONOR series,monthly
9/25/20,Honor View30,HONOR series,monthly
9/25/20,Honor View30 Pro,HONOR series,monthly
9/25/20,Honor 20,HONOR series,monthly
9/25/20,Honor 20 Pro,HONOR series,monthly
9/25/20,Honor View20,HONOR series,monthly
9/25/20,P40 lite,HUAWEI P series,quarterly
9/25/20,P40 lite 5G,HUAWEI P series,quarterly
9/25/20,P40 lite E,HUAWEI P series,quarterly
9/25/20,P smart+ 2019,HUAWEI P series,quarterly
9/25/20,P smart 2020,HUAWEI P series,quarterly
9/25/20,P smart Z,HUAWEI P series,quarterly
9/25/20,P30 lite,HUAWEI P series,quarterly
9/25/20,P Smart 2019,HUAWEI P series,quarterly
9/25/20,P smart Pro,HUAWEI P series,quarterly
9/25/20,P smart S,HUAWEI P series,quarterly
9/25/20,Mate 20 lite,HUAWEI Mate series,quarterly
9/25/20,Y9 Prime 2019,HUAWEI Y series,quarterly
9/25/20,Y9 2019,HUAWEI Y series,quarterly
9/25/20,Y7 2019,HUAWEI Y series,quarterly
9/25/20,Y6 2019,HUAWEI Y series,quarterly
9/25/20,Y6 Pro 2019,HUAWEI Y series,quarterly
9/25/20,Y5 2019,HUAWEI Y series,quarterly
9/25/20,Y MAX,HUAWEI Y series,quarterly
9/25/20,HUAWEI Y9s,HUAWEI Y series,quarterly
9/25/20,HUAWEI Y8s,HUAWEI Y series,quarterly
9/25/20,HUAWEI Y6s,HUAWEI Y series,quarterly
9/25/20,HUAWEI Y8P,HUAWEI Y series,quarterly
9/25/20,HUAWEI Y7P,HUAWEI Y series,quarterly
9/25/20,HUAWEI Y6P,HUAWEI Y series,quarterly
9/25/20,HUAWEI Y5P,HUAWEI Y series,quarterly
9/25/20,HUAWEI Y5 lite,HUAWEI Y series,quarterly
9/25/20,Honor 30S,HONOR series,quarterly
9/25/20,Honor 20i,HONOR series,quarterly
9/25/20,Honor 20e,HONOR series,quarterly
9/25/20,Honor 10i,HONOR series,quarterly
9/25/20,Honor 10 Lite,HONOR series,quarterly
9/25/20,Honor 9X,HONOR series,quarterly
9/25/20,Honor 9X Pro,HONOR series,quarterly
9/25/20,Honor 9X Lite,HONOR series,quarterly
9/25/20,Honor 9A,HONOR series,quarterly
9/25/20,Honor 9C,HONOR series,quarterly
9/25/20,Honor 9S,HONOR series,quarterly
9/25/20,Honor 8A,HONOR series,quarterly
9/25/20,Honor 8X,HONOR series,quarterly
9/25/20,Honor 8X Max,HONOR series,quarterly
9/25/20,Honor 8S,HONOR series,quarterly
9/25/20,Honor 8C,HONOR series,quarterly
9/25/20,Honor 7S,HONOR series,quarterly
9/25/20,nova 7,HUAWEI nova series,quarterly
9/25/20,nova 7i,HUAWEI nova series,quarterly
9/25/20,nova 7 SE,HUAWEI nova series,quarterly
9/25/20,nova 5T,HUAWEI nova series,quarterly
9/25/20,nova 4,HUAWEI nova series,quarterly
9/25/20,nova 3,HUAWEI nova series,quarterly
9/25/20,nova Lite 3,HUAWEI nova series,quarterly
9/25/20,nova 3i,HUAWEI nova series,quarterly
9/25/20,HUAWEI MatePad Pro,Tablets,quarterly
9/25/20,"M6(8.4"" & 10.8"")",Tablets,quarterly
9/25/20,"T5 (10.1"")",Tablets,quarterly
9/25/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly
9/29/20,P40,HUAWEI P series,monthly
9/29/20,P40 Pro,HUAWEI P series,monthly
9/29/20,P40 Pro+,HUAWEI P series,monthly
9/29/20,P30 Pro,HUAWEI P series,monthly
9/29/20,P30,HUAWEI P series,monthly
9/29/20,Mate 30,HUAWEI Mate series,monthly
9/29/20,Mate 30 pro,HUAWEI Mate series,monthly
9/29/20,Mate 30 Pro 5G,HUAWEI Mate series,monthly
9/29/20,Mate 20 X,HUAWEI Mate series,monthly
9/29/20,Mate 20 X 5G,HUAWEI Mate series,monthly
9/29/20,Mate 20 Pro,HUAWEI Mate series,monthly
9/29/20,Mate 20,HUAWEI Mate series,monthly
9/29/20,Mate 20 RS,HUAWEI Mate series,monthly
9/29/20,Mate Xs,HUAWEI Mate series,monthly
9/29/20,Honor 30,HONOR series,monthly
9/29/20,Honor 30 Pro,HONOR series,monthly
9/29/20,Honor View30,HONOR series,monthly
9/29/20,Honor View30 Pro,HONOR series,monthly
9/29/20,Honor 20,HONOR series,monthly
9/29/20,Honor 20 Pro,HONOR series,monthly
9/29/20,Honor View20,HONOR series,monthly
9/29/20,P40 lite,HUAWEI P series,quarterly
9/29/20,P40 lite 5G,HUAWEI P series,quarterly
9/29/20,P40 lite E,HUAWEI P series,quarterly
9/29/20,P smart+ 2019,HUAWEI P series,quarterly
9/29/20,P smart 2020,HUAWEI P series,quarterly
9/29/20,P smart Z,HUAWEI P series,quarterly
9/29/20,P30 lite,HUAWEI P series,quarterly
9/29/20,P Smart 2019,HUAWEI P series,quarterly
9/29/20,P smart Pro,HUAWEI P series,quarterly
9/29/20,P smart S,HUAWEI P series,quarterly
9/29/20,Mate 20 lite,HUAWEI Mate series,quarterly
9/29/20,Y9 Prime 2019,HUAWEI Y series,quarterly
9/29/20,Y9 2019,HUAWEI Y series,quarterly
9/29/20,Y7 2019,HUAWEI Y series,quarterly
9/29/20,Y6 2019,HUAWEI Y series,quarterly
9/29/20,Y6 Pro 2019,HUAWEI Y series,quarterly
9/29/20,Y5 2019,HUAWEI Y series,quarterly
9/29/20,Y MAX,HUAWEI Y series,quarterly
9/29/20,HUAWEI Y9s,HUAWEI Y series,quarterly
9/29/20,HUAWEI Y8s,HUAWEI Y series,quarterly
9/29/20,HUAWEI Y6s,HUAWEI Y series,quarterly
9/29/20,HUAWEI Y8P,HUAWEI Y series,quarterly
9/29/20,HUAWEI Y7P,HUAWEI Y series,quarterly
9/29/20,HUAWEI Y6P,HUAWEI Y series,quarterly
9/29/20,HUAWEI Y5P,HUAWEI Y series,quarterly
9/29/20,HUAWEI Y5 lite,HUAWEI Y series,quarterly
9/29/20,Honor 30S,HONOR series,quarterly
9/29/20,Honor 20i,HONOR series,quarterly
9/29/20,Honor 20e,HONOR series,quarterly
9/29/20,Honor 10i,HONOR series,quarterly
9/29/20,Honor 10 Lite,HONOR series,quarterly
9/29/20,Honor 9X,HONOR series,quarterly
9/29/20,Honor 9X Pro,HONOR series,quarterly
9/29/20,Honor 9X Lite,HONOR series,quarterly
9/29/20,Honor 9A,HONOR series,quarterly
9/29/20,Honor 9C,HONOR series,quarterly
9/29/20,Honor 9S,HONOR series,quarterly
9/29/20,Honor 8A,HONOR series,quarterly
9/29/20,Honor 8X,HONOR series,quarterly
9/29/20,Honor 8X Max,HONOR series,quarterly
9/29/20,Honor 8S,HONOR series,quarterly
9/29/20,Honor 8C,HONOR series,quarterly
9/29/20,Honor 7S,HONOR series,quarterly
9/29/20,nova 7,HUAWEI nova series,quarterly
9/29/20,nova 7i,HUAWEI nova series,quarterly
9/29/20,nova 7 SE,HUAWEI nova series,quarterly
9/29/20,nova 5T,HUAWEI nova series,quarterly
9/29/20,nova 4,HUAWEI nova series,quarterly
9/29/20,nova 3,HUAWEI nova series,quarterly
9/29/20,nova Lite 3,HUAWEI nova series,quarterly
9/29/20,nova 3i,HUAWEI nova series,quarterly
9/29/20,HUAWEI MatePad Pro,Tablets,quarterly
9/29/20,"M6(8.4"" & 10.8"")",Tablets,quarterly
9/29/20,"T5 (10.1"")",Tablets,quarterly
9/29/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly
10/23/20,HUAWEI Mate 20 X 5G,HUAWEI Mate series,monthly
10/23/20,HUAWEI Mate 30,HUAWEI Mate series,monthly
10/23/20,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly
10/23/20,HUAWEI Mate 30 Pro (5G),HUAWEI Mate series,monthly
10/23/20,HUAWEI Mate Xs,HUAWEI Mate series,monthly
10/23/20,HUAWEI Mate 30 5G,HUAWEI Mate series,monthly
10/23/20,PORSCHE DESIGN HUAWEI Mate 30 RS,HUAWEI Mate series,monthly
10/23/20,HUAWEI nova 5T,HUAWEI nova series,monthly
